host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,high_demand,amenities_count,host_days_active,days_since_last_review,days_since_first_review,Wifi,Kitchen,Refrigerator,Air conditioning,Heating,Washer,Dryer,TV,Private entrance,Smoke alarm,Fire extinguisher,Iron,Shampoo,Dishwasher,Pool,Elevator,Breakfast,Pets allowed,Paid parking on premises,Free parking on premises,Bikes,property_category
within a day,0-49%,0-49%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Private room,2,1.5,2.0,0.0,1,20,1.0,16,42,72,72,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.21,0,35,3672,1-6 months,0-1 year,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,apartment
within a day,95-100%,50-69%,f,1,1,t,Buitenveldert - Zuidas,Entire home/apt,6,1.0,4.0,1.0,4,21,4.0,0,0,0,0,4,4,1,5.0,4.75,4.75,4.75,4.75,5.0,4.5,f,1,1,0,0,1.45,0,55,4128,0-1 month,0-1 year,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Oud-Oost,Entire home/apt,3,1.0,1.0,1.0,2,20,2.0,0,0,0,0,1,1,0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,f,1,1,0,0,0.16,0,3,2319,6 months-1 year,0-1 year,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,2,3,t,De Baarsjes - Oud-West,Entire home/apt,4,2.0,2.0,2.0,3,365,3.0,14,18,23,172,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.67,0,41,3191,1-6 months,0-1 year,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,1,t,Bos en Lommer,Entire home/apt,4,1.0,2.0,2.0,3,365,3.0,29,59,89,198,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.39,0,33,3081,1-6 months,0-1 year,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,3,t,IJburg - Zeeburgereiland,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.14,0,7,3866,6 months-1 year,0-1 year,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,f,5,5,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,3,14,3.0,0,0,0,0,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,3,1,0,0.49,0,14,2829,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within a day,95-100%,50-69%,f,1,1,t,Watergraafsmeer,Entire home/apt,2,1.0,1.0,1.0,2,20,2.0,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.37,0,39,3200,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,0.0,7,21,6.8,23,23,23,23,4,4,0,5.0,5.0,4.75,5.0,5.0,4.5,4.75,f,1,1,0,0,1.43,0,34,3309,1-6 months,0-1 year,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,3,6,t,De Baarsjes - Oud-West,Entire home/apt,3,1.0,2.0,3.0,6,36,6.0,29,59,89,269,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,2,2,0,0,0.45,0,27,4529,no reviews,no reviews,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,luxury_apartments
within a few hours,50-79%,50-69%,f,1,1,t,Westerpark,Entire home/apt,3,1.0,1.0,1.0,2,15,2.0,14,20,20,20,11,11,1,5.0,4.91,5.0,4.64,5.0,4.36,4.64,f,1,1,0,0,1.69,0,35,216,0-1 month,0-1 year,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,Centrum-Oost,Entire home/apt,6,1.0,4.0,1.0,2,9,2.0,12,12,24,93,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,77,3666,no reviews,no reviews,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,1,30,1.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,8,3484,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Slotervaart,Entire home/apt,4,1.5,2.0,2.0,4,30,4.0,0,10,34,120,5,5,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,f,1,1,0,0,0.9,0,19,1300,1-6 months,0-1 year,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,f,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,3,30,3.0,25,55,85,265,2,2,0,5.0,5.0,4.5,4.5,5.0,4.5,4.0,f,1,1,0,0,0.71,0,14,2079,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,90-100%,t,1,1,t,Noord-Oost,Entire home/apt,4,1.0,1.0,2.0,3,365,2.1,4,30,30,30,21,21,0,4.86,4.9,4.86,4.81,4.9,4.86,4.86,f,1,1,0,0,3.35,0,28,2868,1-6 months,0-1 year,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,Westerpark,Entire home/apt,4,1.0,2.0,0.0,2,365,2.0,5,35,65,155,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.64,0,36,2948,1-6 months,0-1 year,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,2,t,Oud-Oost,Entire home/apt,2,1.0,1.0,0.0,1,365,1.0,23,53,83,263,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,15,3862,no reviews,no reviews,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,0.0,2,25,2.0,0,30,60,219,8,8,0,5.0,5.0,4.63,5.0,5.0,5.0,4.75,f,1,1,0,0,1.19,0,11,3770,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,80-94%,50-69%,f,1,1,t,Centrum-West,Entire home/apt,4,2.0,2.0,0.0,2,30,2.0,20,50,80,350,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.76,0,41,1465,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,80-94%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,365,2.1,8,15,15,15,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.19,0,27,979,1-6 months,0-1 year,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,2.0,0.0,5,14,5.0,4,34,64,244,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.19,0,9,3541,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,80-94%,90-100%,t,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,0.0,4,365,4.0,0,0,0,124,11,11,0,5.0,5.0,4.91,4.91,5.0,4.91,4.73,f,1,1,0,0,1.76,0,47,3744,1-6 months,0-1 year,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,2,t,Oud-Noord,Entire home/apt,4,1.0,3.0,3.0,1,365,1.0,4,15,15,145,4,4,0,5.0,4.5,4.75,5.0,5.0,5.0,4.75,f,1,1,0,0,0.59,0,11,3992,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,6,14,14,81,7,7,0,4.86,4.71,4.71,4.86,5.0,4.71,4.71,f,1,1,0,0,1.3,0,12,3078,1-6 months,0-1 year,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Slotervaart,Entire home/apt,4,1.0,2.0,1.0,3,30,3.0,5,19,49,49,6,6,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0,0.95,0,24,214,1-6 months,0-1 year,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,0.0,2,365,2.1,2,2,20,20,5,5,1,5.0,5.0,5.0,5.0,5.0,4.8,5.0,f,1,1,0,0,0.77,0,11,3127,0-1 month,0-1 year,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,2,16,2.7,15,45,75,255,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.47,0,49,2499,1-6 months,0-1 year,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,2.0,3,30,3.0,16,23,30,36,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.48,0,40,2493,0-1 month,0-1 year,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,6,1.0,3.0,1.0,4,20,4.0,0,0,0,0,2,2,0,3.5,4.5,3.0,3.0,3.5,5.0,4.0,f,1,1,0,0,0.48,0,19,1072,1-6 months,0-1 year,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,31,53,t,Centrum-West,Entire home/apt,2,1.0,1.0,0.0,2,365,2.0,11,11,11,11,10,10,2,4.5,4.3,3.9,4.6,4.7,4.6,3.8,t,4,4,0,0,1.56,0,9,3728,0-1 month,0-1 year,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Buitenveldert - Zuidas,Private room,3,1.0,2.0,2.0,1,365,1.0,28,58,88,268,6,6,1,4.83,4.83,4.83,5.0,4.83,4.83,4.67,f,1,0,1,0,2.2,0,12,4293,0-1 month,0-1 year,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,apartment
within an hour,95-100%,90-100%,t,5,5,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,1,365,2.2,19,40,70,309,14,14,6,4.64,4.71,4.71,4.79,4.71,4.71,4.36,t,5,5,0,0,2.26,0,43,2251,0-1 month,0-1 year,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,5,5,t,Westerpark,Entire home/apt,4,1.0,1.0,2.0,1,365,2.2,18,42,72,311,29,29,6,4.66,4.55,4.55,4.9,4.76,4.59,4.17,t,5,5,0,0,4.68,0,43,2251,0-1 month,0-1 year,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,5,5,t,Westerpark,Entire home/apt,4,1.0,1.0,2.0,1,365,2.2,21,51,81,320,10,10,2,4.9,4.9,4.8,4.8,4.8,4.9,4.6,t,5,5,0,0,1.54,0,44,2251,0-1 month,0-1 year,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,5,5,t,Westerpark,Entire home/apt,6,1.0,2.0,4.0,1,365,2.1,11,27,47,258,11,11,3,5.0,5.0,4.82,5.0,4.82,4.91,4.82,t,5,5,0,0,1.76,0,42,2251,0-1 month,0-1 year,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,5,5,t,Westerpark,Entire home/apt,6,1.0,2.0,4.0,1,365,2.2,12,33,58,284,3,3,0,4.67,4.67,4.67,5.0,4.67,4.67,4.33,t,5,5,0,0,0.52,0,43,2251,1-6 months,0-1 year,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,Centrum-West,Private room,2,1.0,1.0,1.0,3,365,3.0,2,17,23,66,30,30,3,4.97,4.93,4.97,4.93,4.9,4.97,4.87,f,1,0,1,0,4.62,0,37,3848,0-1 month,0-1 year,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,apartment
within an hour,95-100%,70-89%,f,3,11,t,De Baarsjes - Oud-West,Entire home/apt,7,2.0,3.0,3.0,4,365,4.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,t,2,2,0,0,0.45,0,7,648,no reviews,no reviews,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,3,11,t,Centrum-West,Entire home/apt,5,1.0,2.0,2.0,4,365,4.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,t,2,2,0,0,0.45,0,7,648,no reviews,no reviews,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,7,2.0,26,56,86,266,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,1,1,0,0,0.97,0,34,3226,1-6 months,0-1 year,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,2,17,t,Noord-Oost,Private room,1,1.0,1.0,1.0,1,30,1.7,21,21,50,140,8,8,1,4.88,4.88,4.88,5.0,5.0,4.5,4.75,f,2,1,1,0,1.22,0,37,3519,0-1 month,0-1 year,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,apartment
within an hour,95-100%,90-100%,f,1,1,t,Zuid,Entire home/apt,3,1.0,1.0,1.0,1,2,1.0,0,0,0,0,11,11,0,5.0,4.91,4.91,5.0,5.0,5.0,4.64,t,1,1,0,0,1.89,0,34,2775,1-6 months,0-1 year,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,luxury_apartments
within a day,95-100%,90-100%,f,1,3,t,De Pijp - Rivierenbuurt,Private room,1,1.0,1.0,1.0,1,365,1.0,29,59,89,269,11,11,0,4.09,3.91,4.73,4.82,4.55,4.45,3.73,f,1,0,1,0,1.68,0,3,3462,1-6 months,0-1 year,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,apartment
within a few hours,95-100%,0-49%,f,1,3,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,4.0,1.0,1,1125,1.0,13,27,57,147,1,1,0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,f,1,1,0,0,0.36,0,22,4895,1-6 months,0-1 year,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Zuid,Entire home/apt,8,2.5,5.0,4.0,8,30,7.9,8,8,10,72,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.72,0,14,4247,1-6 months,0-1 year,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,30,3.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,26,3188,no reviews,no reviews,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,1,f,Oud-Noord,Entire home/apt,2,1.0,2.0,1.0,4,14,4.0,5,35,65,229,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.66,0,38,3887,1-6 months,0-1 year,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,4,365,3.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,8,3212,no reviews,no reviews,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,2.0,4,30,4.0,27,57,87,267,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.37,0,42,3153,1-6 months,0-1 year,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,1,t,Zuid,Entire home/apt,2,1.0,2.0,1.0,2,365,2.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.17,0,16,2807,1-6 months,0-1 year,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,0.0,1,30,2.0,1,1,7,36,8,8,1,4.88,5.0,4.88,5.0,5.0,5.0,4.75,f,1,1,0,0,2.89,0,51,2470,0-1 month,0-1 year,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,0.0,2,30,2.0,5,9,13,45,6,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.17,0,42,3801,1-6 months,0-1 year,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,0.0,7,30,7.0,24,54,84,359,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,34,3609,no reviews,no reviews,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,7,30,7.0,0,0,0,220,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,9,2855,no reviews,no reviews,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Bos en Lommer,Entire home/apt,3,1.0,1.0,1.0,3,30,3.0,0,0,0,0,1,1,0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,f,1,1,0,0,0.16,0,51,3423,6 months-1 year,0-1 year,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,0.0,1,365,1.0,3,12,15,97,1,1,0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,f,1,1,0,0,0.63,0,8,2949,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,3,1.0,1.0,1.0,1,365,1.0,29,59,89,364,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,28,2708,no reviews,no reviews,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,f,De Baarsjes - Oud-West,Entire home/apt,2,1.5,1.0,1.0,2,600,2.0,28,58,88,363,3,3,1,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,1.06,0,27,1762,0-1 month,0-1 year,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Geuzenveld - Slotermeer,Entire home/apt,4,1.0,2.0,1.0,3,365,3.0,8,8,14,194,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,1,1,0,0,0.18,0,52,3809,1-6 months,0-1 year,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,Oud-Noord,Private room,8,3.0,1.0,8.0,1,365,1.0,14,14,14,14,2,2,1,2.5,3.0,2.0,3.0,3.0,3.0,2.5,t,2,0,2,0,0.47,0,9,650,0-1 month,0-1 year,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,apartment
within a few hours,95-100%,0-49%,f,1,3,t,Centrum-Oost,Entire home/apt,4,1.0,2.0,1.0,1,365,1.0,0,0,0,129,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.29,0,10,3763,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,1,365,2.1,22,45,75,320,8,8,0,4.75,4.63,5.0,4.88,4.63,4.5,4.63,t,10,10,0,0,1.3,0,46,1930,1-6 months,0-1 year,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,1,365,2.1,28,58,88,327,9,9,2,5.0,4.78,5.0,5.0,5.0,4.78,4.67,t,10,10,0,0,1.38,0,46,1930,0-1 month,0-1 year,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,4,365,3.0,0,0,0,0,3,3,0,5.0,4.33,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.47,0,44,208,6 months-1 year,0-1 year,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,1.0,2.0,1,365,2.1,23,53,83,329,17,17,0,4.35,4.12,4.71,4.35,4.41,3.76,3.94,t,10,10,0,0,2.76,0,46,1930,1-6 months,0-1 year,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,1.0,2.0,1,365,2.1,22,52,82,318,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,t,10,10,0,0,0.45,0,46,1930,no reviews,no reviews,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,1.0,2.0,1,365,2.1,26,56,86,332,15,15,0,4.73,4.93,4.93,4.87,4.67,4.4,4.6,t,10,10,0,0,2.33,0,46,1930,1-6 months,0-1 year,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,1.0,2.0,1,365,2.1,21,51,78,314,3,3,0,5.0,4.67,5.0,5.0,5.0,4.67,5.0,t,10,10,0,0,0.47,0,47,1930,1-6 months,0-1 year,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,10,10,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,6,1.0,2.0,4.0,1,365,2.8,17,17,17,17,5,5,2,4.6,4.8,4.8,4.0,4.4,4.2,4.4,t,10,10,0,0,0.98,0,7,1930,0-1 month,0-1 year,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a day,95-100%,70-89%,t,6,6,t,Centrum-Oost,Private room,2,1.0,1.0,2.0,2,365,2.0,13,32,32,32,9,9,4,5.0,4.89,4.89,5.0,5.0,5.0,4.78,f,6,0,6,0,1.71,0,33,3669,0-1 month,0-1 year,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,standard_apartments
